id,name,brand_name,category_name,sub_category_name,slug,thumb_image,qty,sku,price,offer_price,offer_start_price,offer_end_price,product_type,status,is_approved,short_description,long_description,seo_title,seo_description,created_at
137,"Rolex Explorer Stainless Steel Men Watch",Rolex,Watches,"Men Watch",rolex-explorer-stainless-steel-men-watch,"uploads/2026-03-09_1773077797_69af0525142ae_rolex explorer stainless steel men watch.jpg",10,RLX-WAT-MEN-012,9800,9290,2026-03-08,2026-03-29,featured,1,1,"<b>Rolex Explorer Men Watch</b><p>Luxury stainless steel watch with clean dial and timeless design.</p>","<b>Rolex Explorer Stainless Steel Men Watch</b><p>This luxury men watch is designed with understated elegance, precise automatic movement, and durable construction. It suits buyers seeking iconic prestige with versatile daily wearability.</p>","Rolex Explorer Stainless Steel Men Watch","Buy Rolex Explorer Stainless Steel Men Watch with timeless luxury design and reliable precision.","2026-03-08 14:37:42"
138,"Rolex Lady Datejust Diamond Women Watch",Rolex,Watches,"Women Watch",rolex-lady-datejust-diamond-women-watch,"uploads/2026-03-09_1773077875_69af0573800e1_rolex lady datejust diamond women watch.jpg",12,RLX-WAT-WOM-013,11800,11050,2026-03-08,2026-03-29,best,1,1,"<b>Rolex Lady Datejust Women Watch</b><p>Luxury women watch with diamond accents and elegant automatic movement.</p>","<b>Rolex Lady Datejust Diamond Women Watch</b><p>This women watch combines luxury detailing, diamond accents, and classic Rolex elegance. It is designed for premium style, refined occasions, and sophisticated daily wear.</p>","Rolex Lady Datejust Diamond Women Watch","Shop Rolex Lady Datejust Diamond Women Watch with luxury style and elegant automatic design.","2026-03-08 14:37:42"
139,"Omega Constellation Women Watch",Omega,Watches,"Women Watch",omega-constellation-women-watch,"uploads/2026-03-09_1773077919_69af059f931f8_omega constellation women watch.jpg",16,OMG-WAT-WOM-014,5400,4990,2026-03-08,2026-03-29,featured,1,1,"<b>Omega Constellation Women Watch</b><p>Elegant women watch designed with refined dial and premium finish.</p>","<b>Omega Constellation Women Watch</b><p>This women watch offers graceful styling, premium finishing, and dependable luxury performance. It is ideal for customers who prefer sophisticated wristwear with classic Swiss-inspired design.</p>","Omega Constellation Women Watch","Buy Omega Constellation Women Watch with refined luxury styling and premium craftsmanship.","2026-03-08 14:37:42"
140,"Seiko Presage Rose Gold Women Watch",Seiko,Watches,"Women Watch",seiko-presage-rose-gold-women-watch,"uploads/2026-03-09_1773077960_69af05c8d47f7_seiko presage rose gold women watch.jpg",22,SEI-WAT-WOM-015,590,529,2026-03-08,2026-03-29,featured,1,1,"<b>Seiko Presage Women Watch</b><p>Elegant rose gold women watch with classic automatic style.</p>","<b>Seiko Presage Rose Gold Women Watch</b><p>This women watch features soft rose gold styling, balanced elegance, and reliable movement for smart daily wear and formal occasions. It is a refined option for customers who want graceful value.</p>","Seiko Presage Rose Gold Women Watch","Shop Seiko Presage Rose Gold Women Watch with elegant styling and reliable performance.","2026-03-08 14:37:42"
141,"Casio Sheen Crystal Women Watch",Casio,Watches,"Women Watch",casio-sheen-crystal-women-watch,"uploads/2026-03-09_1773078010_69af05fae53a2_casio sheen crystal women watch.jpg",28,CAS-WAT-WOM-016,185,159,2026-03-08,2026-03-29,top,1,1,"<b>Casio Sheen Women Watch</b><p>Crystal detailed women watch designed for stylish everyday use.</p>","<b>Casio Sheen Crystal Women Watch</b><p>This women watch offers polished design, crystal accents, and dependable daily wear at an accessible price point. It is suitable for users who want feminine styling with practical functionality.</p>","Casio Sheen Crystal Women Watch","Buy Casio Sheen Crystal Women Watch with elegant detail and dependable everyday performance.","2026-03-08 14:37:42"
142,"Citizen Eco Drive Rose Women Watch",Citizen,Watches,"Women Watch",citizen-eco-drive-rose-women-watch,"uploads/2026-03-09_1773078106_69af065ae42d7_citizen eco drive rose women watch.jpg",20,CIT-WAT-WOM-017,320,279,2026-03-08,2026-03-29,featured,1,1,"<b>Citizen Eco Drive Women Watch</b><p>Rose tone women watch powered by Eco Drive technology.</p>","<b>Citizen Eco Drive Rose Women Watch</b><p>This women watch blends light elegance with Eco Drive convenience, creating a practical yet refined accessory for daily use. It suits customers who want graceful design with low maintenance movement.</p>","Citizen Eco Drive Rose Women Watch","Shop Citizen Eco Drive Rose Women Watch with elegant design and solar powered convenience.","2026-03-08 14:37:42"
144,"TAG Heuer Aquaracer Women Watch","TAG Heuer",Watches,"Women Watch",tag-heuer-aquaracer-women-watch,"uploads/2026-03-09_1773079212_69af0aac2f5ad_tag heuer aquaracer women watch.jpg",14,TAG-WAT-WOM-019,1950,1760,2026-03-08,2026-03-29,best,1,1,"<b>TAG Heuer Aquaracer Women Watch</b><p>Luxury sports women watch with premium detailing and durable design.</p>","<b>TAG Heuer Aquaracer Women Watch</b><p>This women watch combines sporty durability with refined luxury presentation. It is suitable for active users who still want premium elegance in a versatile daily timepiece.</p>","TAG Heuer Aquaracer Women Watch","Shop TAG Heuer Aquaracer Women Watch with sporty luxury style and premium craftsmanship.","2026-03-08 14:37:42"
145,"Fossil Carlie Crystal Women Watch",Fossil,Watches,"Women Watch",fossil-carlie-crystal-women-watch,"uploads/2026-03-09_1773079242_69af0acaa051c_fossil carlie crystal women watch.jpg",24,FOS-WAT-WOM-021,155,132,2026-03-08,2026-03-29,featured,1,1,"<b>Fossil Carlie Women Watch</b><p>Elegant women watch with crystal details and modern everyday style.</p>","<b>Fossil Carlie Crystal Women Watch</b><p>This women watch blends feminine crystal accents with practical daily wear design. It is suitable for casual elegance, office outfits, and versatile fashion styling.</p>","Fossil Carlie Crystal Women Watch","Shop Fossil Carlie Crystal Women Watch with crystal detail and stylish everyday elegance.","2026-03-08 14:37:42"
146,"Fossil Jacqueline Leather Women Watch",Fossil,Watches,"Women Watch",fossil-jacqueline-leather-women-watch,"uploads/2026-03-09_1773079299_69af0b0319658_fossil jacqueline leather women watch.jpeg",26,FOS-WAT-WOM-020,145,122,2026-03-08,2026-03-29,top,1,1,"<b>Fossil Jacqueline Women Watch</b><p>Leather strap women watch designed for modern casual elegance.</p>","<b>Fossil Jacqueline Leather Women Watch</b><p>This women watch offers soft leather comfort, clean dial styling, and a versatile design suited for work, travel, and daily fashion. It is a practical choice for casual elegance.</p>","Fossil Jacqueline Leather Women Watch","Buy Fossil Jacqueline Leather Women Watch with casual elegance and comfortable daily wear.","2026-03-08 14:37:42"
147,"Rolex Oyster Perpetual Silver Women Watch",Rolex,Watches,"Women Watch",rolex-oyster-perpetual-silver-women-watch,"uploads/2026-03-09_1773079355_69af0b3b9fbbe_rolex oyster perpetual silver women watch.webp",11,RLX-WAT-WOM-021,9600,9050,2026-03-08,2026-03-29,featured,1,1,"<b>Rolex Oyster Perpetual Women Watch</b><p>Classic silver women watch with refined luxury styling.</p>","<b>Rolex Oyster Perpetual Silver Women Watch</b><p>This women watch delivers understated elegance, durable construction, and a timeless luxury appearance suitable for premium daily wear and formal styling.</p>","Rolex Oyster Perpetual Silver Women Watch","Shop Rolex Oyster Perpetual Silver Women Watch with timeless luxury and elegant styling.","2026-03-08 14:37:42"
148,"Omega De Ville Prestige Women Watch",Omega,Watches,"Women Watch",omega-de-ville-prestige-women-watch,"uploads/2026-03-09_1773079391_69af0b5f33add_omega de ville prestige women watch.webp",15,OMG-WAT-WOM-022,4700,4390,2026-03-08,2026-03-29,best,1,1,"<b>Omega De Ville Prestige Women Watch</b><p>Elegant women watch designed for refined and formal style.</p>","<b>Omega De Ville Prestige Women Watch</b><p>This women watch balances graceful detailing, premium craftsmanship, and classic luxury presentation for users who prefer elegant wristwear in both professional and formal settings.</p>","Omega De Ville Prestige Women Watch","Buy Omega De Ville Prestige Women Watch with refined luxury style and elegant craftsmanship.","2026-03-08 14:37:42"
149,"Casio Youth Digital Kid Watch Blue",Casio,Watches,"Kid Watch",casio-youth-digital-kid-watch-blue,"uploads/2026-03-09_1773079522_69af0be2e55c7_casio youth digital kid watch blue.jpg",40,CAS-WAT-KID-023,35,29,2026-03-08,2026-03-29,top,1,1,"<b>Casio Youth Digital Kid Watch</b><p>Digital kid watch designed for easy reading and daily durability.</p>","<b>Casio Youth Digital Kid Watch Blue</b><p>This kid watch features a digital display, simple controls, and lightweight comfort suitable for school, sports, and daily wear. It is designed for children who need practical time reading with durable styling.</p>","Casio Youth Digital Kid Watch Blue","Shop Casio Youth Digital Kid Watch Blue with durable design and easy digital display.","2026-03-08 14:37:42"
150,"Casio Junior Sports Kid Watch Red",Casio,Watches,"Kid Watch",casio-junior-sports-kid-watch-red,"uploads/2026-03-09_1773079693_69af0c8ddb435_casio junior sports kid watch red.webp",38,CAS-WAT-KID-024,32,26,2026-03-08,2026-03-29,featured,1,1,"<b>Casio Junior Sports Kid Watch</b><p>Kid sports watch made for daily activity and easy time reading.</p>","<b>Casio Junior Sports Kid Watch Red</b><p>This kid watch offers a colorful design, comfortable strap, and practical display for active children. It is suitable for school use, outdoor play, and beginner time management.</p>","Casio Junior Sports Kid Watch Red","Buy Casio Junior Sports Kid Watch Red with comfortable strap and sporty daily style.","2026-03-08 14:37:42"
152,"Seiko Kids Analog School Watch",Seiko,Watches,"Kid Watch",seiko-kids-analog-school-watch,"uploads/2026-03-09_1773080800_69af10e0a0e3e_seiko kids analog school watch.jpeg",24,SEI-WAT-KID-026,55,47,2026-03-08,2026-03-29,featured,1,1,"<b>Seiko Kids Analog School Watch</b><p>Analog kid watch designed for learning time and daily school use.</p>","<b>Seiko Kids Analog School Watch</b><p>This kid watch offers a clean analog display and comfortable fit, making it suitable for children learning to read time. It is a practical choice for school days and routine use.</p>","Seiko Kids Analog School Watch","Buy Seiko Kids Analog School Watch for school use and easy analog time reading.","2026-03-08 14:37:42"
153,"Citizen Junior Eco Kid Watch",Citizen,Watches,"Kid Watch",citizen-junior-eco-kid-watch,"uploads/2026-03-09_1773080847_69af110f82384_citizen junior eco kid watch.jpg",22,CIT-WAT-KID-027,68,58,2026-03-08,2026-03-29,featured,1,1,"<b>Citizen Junior Kid Watch</b><p>Comfortable kid watch designed for daily wear and easy use.</p>","<b>Citizen Junior Eco Kid Watch</b><p>This kid watch provides simple time reading, light comfort, and practical styling for children. It is suited for family buyers looking for a reliable and clean watch option for kids.</p>","Citizen Junior Eco Kid Watch","Shop Citizen Junior Eco Kid Watch with comfortable design and practical daily use.","2026-03-08 14:37:42"
154,"Tissot Junior Classic Kid Watch",Tissot,Watches,"Kid Watch",tissot-junior-classic-kid-watch,"uploads/2026-03-09_1773080932_69af1164922e8_tissot junior classic kid watch.jpeg",18,TIS-WAT-KID-028,95,82,2026-03-08,2026-03-29,featured,1,1,"<b>Tissot Junior Kid Watch</b><p>Classic kid watch designed for simple elegance and daily comfort.</p>","<b>Tissot Junior Classic Kid Watch</b><p>This kid watch offers a clean dial, balanced proportions, and comfortable strap for children who need a practical but polished watch. It suits gift buyers and daily wear needs.</p>","Tissot Junior Classic Kid Watch","Buy Tissot Junior Classic Kid Watch with classic styling and comfortable daily fit.","2026-03-08 14:37:42"
155,"Casio Digital Alarm Kid Watch Green",Casio,Watches,"Kid Watch",casio-digital-alarm-kid-watch-green,"uploads/2026-03-09_1773080994_69af11a2e5799_casio digital alarm kid watch green.jpg",36,CAS-WAT-KID-029,37,31,2026-03-08,2026-03-29,top,1,1,"<b>Casio Digital Alarm Kid Watch</b><p>Durable digital kid watch with alarm and easy controls.</p>","<b>Casio Digital Alarm Kid Watch Green</b><p>This kid watch is built for daily activity with digital display, alarm function, and easy button controls. It is useful for school schedules, sports, and everyday time awareness.</p>","Casio Digital Alarm Kid Watch Green","Shop Casio Digital Alarm Kid Watch Green with easy controls and practical daily features.","2026-03-08 14:37:42"
156,"Fossil Kids Rainbow Strap Watch",Fossil,Watches,"Kid Watch",fossil-kids-rainbow-strap-watch,"uploads/2026-03-09_1773081105_69af1211506a8_fossil kids rainbow strap watch.jpg",26,FOS-WAT-KID-030,45,38,2026-03-08,2026-03-29,featured,1,1,"<b>Fossil Kids Strap Watch</b><p>Colorful kid watch designed for comfort and playful daily style.</p>","<b>Fossil Kids Rainbow Strap Watch</b><p>This kid watch features a colorful strap, simple dial, and lightweight comfort suitable for younger users. It is designed for fun everyday use and easy wear throughout the day.</p>","Fossil Kids Rainbow Strap Watch","Buy Fossil Kids Rainbow Strap Watch with playful colors and comfortable daily wear.","2026-03-08 14:37:42"
157,"Takis Fuego Rolled Tortilla Chips",Takis,"Grocery & Food",Snacks,takis-fuego-rolled-tortilla-chips,"uploads/2026-03-09_1773081144_69af1238ae931_takis fuego rolled tortilla chips.webp",140,TAK-GRF-SNK-001,4,3,2026-03-08,2026-03-29,featured,1,1,"<b>Takis Fuego Rolled Tortilla Chips</b><p>Spicy rolled tortilla chips with intense chili and lime flavor.</p>","<b>Takis Fuego Rolled Tortilla Chips</b><p>This snack product delivers bold spicy taste with crunchy rolled tortilla texture. It is suitable for customers who enjoy hot flavored snacks for parties, movie nights, and everyday cravings.</p><p>A strong snack option for shoppers who prefer intense flavor and convenient grab-and-go packaging.</p>","Takis Fuego Rolled Tortilla Chips","Shop Takis Fuego Rolled Tortilla Chips with spicy chili lime flavor and crunchy rolled texture.","2026-03-08 15:16:22"
158,"Cheetos Crunchy Cheese Snacks",Cheetos,"Grocery & Food",Snacks,cheetos-crunchy-cheese-snacks,"uploads/2026-03-09_1773081206_69af12763933b_cheetos crunchy cheese snacks.jpeg",135,CHE-GRF-SNK-002,5,4,2026-03-08,2026-03-29,top,1,1,"<b>Cheetos Crunchy Cheese Snacks</b><p>Classic cheese flavored crunchy snack for casual everyday enjoyment.</p>","<b>Cheetos Crunchy Cheese Snacks</b><p>This snack offers cheesy flavor, crunchy texture, and convenient packaging for lunch boxes, social events, and regular pantry stocking. It is a practical grocery item for customers who want a well-known savory snack.</p><p>A dependable choice for casual snacking and family shopping baskets.</p>","Cheetos Crunchy Cheese Snacks","Shop Cheetos Crunchy Cheese Snacks with bold cheese flavor and classic crunchy texture.","2026-03-08 15:16:22"
159,"Doritos Nacho Cheese Tortilla Chips",Doritos,"Grocery & Food",Snacks,doritos-nacho-cheese-tortilla-chips,"uploads/2026-03-09_1773081237_69af12956406c_doritos nacho cheese tortilla chips.jpg",130,DOR-GRF-SNK-003,5,4,2026-03-08,2026-03-29,featured,1,1,"<b>Doritos Nacho Cheese Tortilla Chips</b><p>Bold tortilla chips with savory nacho cheese flavor.</p>","<b>Doritos Nacho Cheese Tortilla Chips</b><p>This snack combines crunchy tortilla texture with rich cheese seasoning for everyday snacking, casual events, and convenient pantry use. It fits well for customers who want a recognizable and flavorful chip product.</p><p>A strong snack option for group sharing and regular grocery purchases.</p>","Doritos Nacho Cheese Tortilla Chips","Shop Doritos Nacho Cheese Tortilla Chips with crunchy texture and bold savory flavor.","2026-03-08 15:16:22"
160,"Lay's Classic Potato Chips",Lay's,"Grocery & Food",Snacks,lays-classic-potato-chips,"uploads/2026-03-09_1773081266_69af12b2a45b1_lay's classic potato chips.webp",150,LAY-GRF-SNK-004,4,3,2026-03-08,2026-03-29,top,1,1,"<b>Lay's Classic Potato Chips</b><p>Light crispy potato chips made for simple everyday snacking.</p>","<b>Lay's Classic Potato Chips</b><p>This snack product offers classic salted potato chip flavor in a familiar and convenient format. It is suitable for lunch, family sharing, travel snacks, and everyday home pantry storage.</p><p>A reliable grocery item for customers who prefer simple and popular snack choices.</p>","Lay's Classic Potato Chips","Shop Lay's Classic Potato Chips with light crispy texture and simple classic flavor.","2026-03-08 15:16:22"
161,"Oreo Chocolate Sandwich Cookies",Oreo,"Grocery & Food",Snacks,oreo-chocolate-sandwich-cookies,"uploads/2026-03-09_1773081517_69af13ad7efa8_oreo chocolate sandwich cookies.webp",145,ORE-GRF-SNK-005,6,5,2026-03-08,2026-03-29,featured,1,1,"<b>Oreo Chocolate Sandwich Cookies</b><p>Chocolate sandwich cookies with creamy filling for sweet daily snacking.</p>","<b>Oreo Chocolate Sandwich Cookies</b><p>This cookie product offers the familiar chocolate biscuit and cream filling combination in a convenient package for lunch breaks, desserts, and family snacking. It is a practical sweet snack for home pantry storage.</p><p>A widely recognized cookie choice for regular grocery shopping.</p>","Oreo Chocolate Sandwich Cookies","Shop Oreo Chocolate Sandwich Cookies with rich chocolate biscuit and creamy filling.","2026-03-08 15:16:22"
162,"Coca Cola Classic Soft Drink 24 Pack","Coca Cola","Grocery & Food",Beverages,coca-cola-classic-soft-drink-24-pack,"uploads/2026-03-09_1773081346_69af1302b699a_coca cola classic soft drink 24 pack.webp",90,COC-GRF-BEV-006,18,15,2026-03-08,2026-03-29,featured,1,1,"<b>Coca Cola Classic Soft Drink 24 Pack</b><p>Refreshing beverage pack designed for everyday drinking and family storage.</p>","<b>Coca Cola Classic Soft Drink 24 Pack</b><p>This beverage pack provides familiar cola flavor in a practical multi-can format for gatherings, meals, and convenient household use. It is suitable for customers who want ready-to-serve cold drinks in larger quantity.</p><p>A reliable beverage product for pantry and refrigerator stocking.</p>","Coca Cola Classic Soft Drink 24 Pack","Shop Coca Cola Classic Soft Drink 24 Pack for convenient home beverage storage and daily refreshment.","2026-03-08 15:16:22"
163,"Nestle Instant Noodle Meal Cup",Nestle,"Grocery & Food","Instant Food",nestle-instant-noodle-meal-cup,"uploads/2026-03-09_1773081400_69af13384cc23_nestle instant noodle meal cup.jpg",120,NES-GRF-INS-007,4,3,2026-03-08,2026-03-29,top,1,1,"<b>Nestle Instant Noodle Meal Cup</b><p>Quick instant food cup designed for convenient meals and simple preparation.</p>","<b>Nestle Instant Noodle Meal Cup</b><p>This instant food product is made for customers who need a fast and practical meal option for lunch breaks, study sessions, or late evening meals. It offers easy preparation and convenient portion size for daily pantry use.</p><p>A useful grocery product for quick meals and home storage.</p>","Nestle Instant Noodle Meal Cup","Shop Nestle Instant Noodle Meal Cup for quick preparation and convenient pantry meal use.","2026-03-08 15:16:22"
164,"Lay's Sour Cream & Onion Potato Chips",Lay's,"Grocery & Food",Snacks,lays-sour-cream-onion-potato-chips,"uploads/2026-03-09_1773081432_69af13589e700_lay's sour cream & onion potato chips.",140,LAY-GRF-SNK-008,4,3,2026-03-08,2026-03-29,featured,1,1,"<b>Lay's Sour Cream & Onion Chips</b><p>Crispy potato chips seasoned with sour cream and onion flavor.</p>","<b>Lay's Sour Cream & Onion Potato Chips</b><p>This snack delivers the classic sour cream and onion taste combined with thin crispy potato chips. It is designed for casual snacking, lunch breaks, and convenient home pantry storage.</p><p>A flavorful snack option for customers who enjoy savory chips with balanced seasoning.</p>","Lay's Sour Cream & Onion Potato Chips","Shop Lay's Sour Cream & Onion Potato Chips with crispy texture and savory seasoning.","2026-03-08 15:19:58"
165,"Oreo Double Stuf Chocolate Sandwich Cookies",Oreo,"Grocery & Food",Snacks,oreo-double-stuf-chocolate-sandwich-cookies,"uploads/2026-03-09_1773081530_69af13ba64bd1_oreo double stuf chocolate sandwich cookies.jpg",135,ORE-GRF-SNK-009,6,5,2026-03-08,2026-03-29,top,1,1,"<b>Oreo Double Stuf Cookies</b><p>Chocolate sandwich cookies filled with extra cream.</p>","<b>Oreo Double Stuf Chocolate Sandwich Cookies</b><p>This snack product features Oreo chocolate biscuits with a generous cream filling designed for sweet snacking, dessert preparation, and everyday enjoyment.</p><p>A popular cookie choice suitable for family sharing, dessert recipes, and convenient pantry storage.</p>","Oreo Double Stuf Chocolate Sandwich Cookies","Buy Oreo Double Stuf Chocolate Sandwich Cookies with rich chocolate biscuits and extra cream filling.","2026-03-08 15:19:58"
166,"Coca Cola Zero Sugar Soft Drink Pack","Coca Cola","Grocery & Food",Beverages,coca-cola-zero-sugar-soft-drink-pack,"uploads/2026-03-09_1773081603_69af140354f70_coca cola zero sugar soft drink pack.jpeg",120,COC-BEV-010,18,15,2026-03-08,2026-03-29,featured,1,1,"<b>Coca Cola Zero Sugar</b><p>Refreshing zero sugar cola beverage.</p>","<b>Coca Cola Zero Sugar Soft Drink Pack</b><p>A refreshing cola beverage designed for customers who prefer the classic Coca Cola taste with zero sugar. Suitable for daily drinking and convenient home storage.</p>","Coca Cola Zero Sugar Drink","Buy Coca Cola Zero Sugar Soft Drink Pack for refreshing sugar free beverage.","2026-03-08 15:26:04"
167,"Pepsi Classic Cola Soft Drink",Pepsi,"Grocery & Food",Beverages,pepsi-classic-cola-soft-drink,"uploads/2026-03-09_1773081634_69af142276bcb_pepsi classic cola soft drink.webp",120,PEP-BEV-011,17,14,2026-03-08,2026-03-29,top,1,1,"<b>Pepsi Classic Cola</b><p>Classic cola beverage with refreshing taste.</p>","<b>Pepsi Classic Cola Soft Drink</b><p>A popular cola beverage designed for casual drinking, parties, and family meals. Provides refreshing taste and convenient packaging.</p>","Pepsi Classic Cola Drink","Shop Pepsi Classic Cola beverage pack for refreshing soft drink.","2026-03-08 15:26:04"
168,"Nestle Pure Life Bottled Water Pack",Nestle,"Grocery & Food",Beverages,nestle-pure-life-bottled-water-pack,"uploads/2026-03-09_1773081664_69af14407aa3d_nestle pure life bottled water pack.webp",160,NES-BEV-012,10,8,2026-03-08,2026-03-29,featured,1,1,"<b>Nestle Pure Life Water</b><p>Clean bottled drinking water pack.</p>","<b>Nestle Pure Life Bottled Water Pack</b><p>Purified bottled water suitable for daily hydration, home storage, and travel convenience.</p>","Nestle Pure Life Water","Shop Nestle Pure Life bottled water pack for daily hydration.","2026-03-08 15:26:04"
169,"Pepsi Lime Flavor Soft Drink",Pepsi,"Grocery & Food",Beverages,pepsi-lime-flavor-soft-drink,"uploads/2026-03-09_1773081697_69af14615958b_pepsi lime flavor soft drink.jpg",110,PEP-BEV-013,17,14,2026-03-08,2026-03-29,featured,1,1,"<b>Pepsi Lime Soft Drink</b><p>Refreshing cola beverage with lime flavor.</p>","<b>Pepsi Lime Flavor Soft Drink</b><p>A flavored cola drink combining classic Pepsi taste with refreshing lime notes.</p>","Pepsi Lime Soft Drink","Shop Pepsi Lime flavored soft drink for refreshing beverage.","2026-03-08 15:26:04"
170,"Coca Cola Cherry Flavor Drink","Coca Cola","Grocery & Food",Beverages,coca-cola-cherry-flavor-drink,"uploads/2026-03-09_1773081731_69af1483368f6_coca cola cherry flavor drink.webp",110,COC-BEV-014,18,15,2026-03-08,2026-03-29,top,1,1,"<b>Coca Cola Cherry</b><p>Cola beverage with cherry flavor.</p>","<b>Coca Cola Cherry Flavor Drink</b><p>A flavored cola beverage combining classic Coca Cola taste with sweet cherry flavor.</p>","Coca Cola Cherry Drink","Buy Coca Cola Cherry flavored soft drink for refreshing taste.","2026-03-08 15:26:04"
171,"Nestle Cup Noodles Chicken Flavor",Nestle,"Grocery & Food","Instant Food",nestle-cup-noodles-chicken-flavor,"uploads/2026-03-09_1773081800_69af14c8cce36_nestle cup noodles chicken flavor.jpeg",140,NES-INS-015,4,3,2026-03-08,2026-03-29,featured,1,1,"<b>Nestle Cup Noodles</b><p>Instant noodle cup with chicken flavor.</p>","<b>Nestle Cup Noodles Chicken Flavor</b><p>A quick instant meal solution designed for convenient preparation and satisfying taste.</p>","Nestle Chicken Cup Noodles","Shop Nestle chicken flavored instant cup noodles for quick meal.","2026-03-08 15:26:04"
172,"Nestle Spicy Beef Instant Noodles",Nestle,"Grocery & Food","Instant Food",nestle-spicy-beef-instant-noodles,"uploads/2026-03-09_1773081828_69af14e4a43d1_nestle spicy beef instant noodles.jpeg",135,NES-INS-016,4,3,2026-03-08,2026-03-29,top,1,1,"<b>Nestle Spicy Beef Noodles</b><p>Instant noodles with spicy beef flavor.</p>","<b>Nestle Spicy Beef Instant Noodles</b><p>A convenient noodle meal offering bold spicy beef flavor and quick preparation.</p>","Nestle Spicy Beef Noodles","Buy Nestle spicy beef instant noodles for fast convenient meal.","2026-03-08 15:26:04"
173,"Kelloggs Instant Oatmeal Breakfast Cup",Kelloggs,"Grocery & Food","Instant Food",kelloggs-instant-oatmeal-breakfast-cup,"uploads/2026-03-09_1773081859_69af150330cd4_kelloggs instant oatmeal breakfast cup.",130,KEL-INS-017,5,4,2026-03-08,2026-03-29,featured,1,1,"<b>Kelloggs Instant Oatmeal</b><p>Quick breakfast oatmeal cup.</p>","<b>Kelloggs Instant Oatmeal Breakfast Cup</b><p>Instant oatmeal breakfast cup designed for quick preparation and healthy morning meal.</p>","Kelloggs Instant Oatmeal Cup","Shop Kelloggs instant oatmeal breakfast cup for quick healthy meal.","2026-03-08 15:26:04"
174,"Nestle Vegetable Instant Soup Cup",Nestle,"Grocery & Food","Instant Food",nestle-vegetable-instant-soup-cup,"uploads/2026-03-09_1773081918_69af153ef238f_nestle vegetable instant soup cup.jpg",120,NES-INS-018,4,3,2026-03-08,2026-03-29,featured,1,1,"<b>Nestle Vegetable Soup Cup</b><p>Instant soup cup with vegetable flavor.</p>","<b>Nestle Vegetable Instant Soup Cup</b><p>A convenient instant soup product designed for quick preparation and light meal option.</p>","Nestle Vegetable Soup Cup","Buy Nestle vegetable instant soup cup for quick warm meal.","2026-03-08 15:26:04"
175,"Kelloggs Instant Chocolate Oatmeal",Kelloggs,"Grocery & Food","Instant Food",kelloggs-instant-chocolate-oatmeal,"uploads/2026-03-09_1773081971_69af15734fefb_kelloggs instant chocolate oatmeal.jpg",120,KEL-INS-019,5,4,2026-03-08,2026-03-29,top,1,1,"<b>Kelloggs Chocolate Oatmeal</b><p>Instant oatmeal with chocolate flavor.</p>","<b>Kelloggs Instant Chocolate Oatmeal</b><p>A quick breakfast oatmeal meal with sweet chocolate flavor and easy preparation.</p>","Kelloggs Chocolate Oatmeal","Shop Kelloggs chocolate instant oatmeal cup for quick breakfast.","2026-03-08 15:26:04"
176,"Adidas Essentials 3 Stripes Fleece Hoodie",Adidas,Fashion,"Hoodie & Sweater",adidas-essentials-3-stripes-fleece-hoodie,"uploads/2026-03-14_1773515892_69b5b47428d1c_Adidas Essentials 3 Stripes Fleece Hoodie Medium.jpeg",85,ADI-FAS-HOD-020,65,54,2026-03-08,2026-03-29,featured,1,1,"<b>Adidas Essentials 3 Stripes Fleece Hoodie</b><p>Soft fleece hoodie designed for everyday comfort, casual layering, and sporty streetwear style.</p>","<b>Adidas Essentials 3 Stripes Fleece Hoodie</b><p>This hoodie is inspired by adidas fleece hoodie styling with a comfortable fit, soft fabric feel, and signature sporty design details. It is suitable for cool weather, daily outfits, and relaxed casual wear.</p><p>A practical fashion piece for customers who want warmth, comfort, and classic athletic style in one hoodie.</p>","Adidas Essentials 3 Stripes Fleece Hoodie","Shop Adidas Essentials 3 Stripes Fleece Hoodie with soft fleece comfort and classic sporty style.","2026-03-14 13:11:04"
177,"Nike Sportswear Phoenix Fleece Cropped Hoodie",Nike,Fashion,"Hoodie & Sweater",nike-sportswear-phoenix-fleece-cropped-hoodie,"uploads/2026-03-14_1773515978_69b5b4cae1ffa_Nike Sportswear Phoenix Fleece Cropped Hoodie.png",70,NIK-FAS-HOD-021,80,68,2026-03-08,2026-03-29,top,1,1,"<b>Nike Sportswear Phoenix Fleece Cropped Hoodie</b><p>Women's cropped fleece hoodie made for cozy comfort, modern layering, and casual everyday wear.</p>","<b>Nike Sportswear Phoenix Fleece Cropped Hoodie</b><p>This women's hoodie is inspired by Nike Phoenix Fleece styling with a loose fit, soft fleece texture, and cropped silhouette for a modern casual look. It works well for layering, travel, relaxed weekends, and sporty streetwear outfits.</p><p>A stylish hoodie choice for customers who want warmth, comfort, and a more fashion-forward casual shape.</p>","Nike Sportswear Phoenix Fleece Cropped Hoodie","Shop Nike Sportswear Phoenix Fleece Cropped Hoodie with cozy fleece comfort and modern cropped style.","2026-03-14 13:11:04"
